"cell","value_from","value_to","delta","pct","n_from","n_to"
"829417fffffffff",46.9245436842865,14.4279219106383,-32.4966217736481,-69.2529308165232,2631,19917
"82941ffffffffff",22.0813092511394,43.27825381141,21.1969445602706,95.9949626138083,4051,703
"829427fffffffff",46.7618671824719,39.9125444177323,-6.84932276473962,-14.647239679315,206,3737
"829447fffffffff",28.4369144987184,10.2100205557392,-18.2268939429793,-64.0958917810886,7914,112
"829457fffffffff",37.6473374332521,12.042627041038,-25.6047103922141,-68.0120086516361,4750,2390
"82945ffffffffff",21.9770920380421,9.33741218079646,-12.6396798572456,-57.5129768550202,151,2531
"829487fffffffff",10.5057050231813,36.3015302436835,25.7958252205023,245.541114695137,12915,130
"829497fffffffff",16.0802136969215,31.7781319924642,15.6979182955427,97.6225726312829,17079,75
"8294affffffffff",39.7388117366316,40.7414982494637,1.00268651283212,2.5231919854006,774,1047
"8294b7fffffffff",37.4697561871524,3.20995334367303,-34.2598028434794,-91.4332152906465,4331,62774
"8294e7fffffffff",22.7389373114453,6.65978373655811,-16.0791535748872,-70.7119833906837,681,413
"8295a7fffffffff",46.69945119997,40.7004522336193,-5.99899896635072,-12.8459731585766,176,178
"829737fffffffff",31.2339812640773,32.293929638384,1.05994837430669,3.39357434246064,237,81
"829b47fffffffff",46.8445959727236,10.1651408340973,-36.6794551386263,-78.300291371888,7407,322
"829b4ffffffffff",46.0960676288013,4.41455870904025,-41.681508919761,-90.4231338243656,881,106
"829b6ffffffffff",47.1648175276904,10.7939156748547,-36.3709018528358,-77.1144759151934,821,130
"829c07fffffffff",45.4544418313967,36.7574767158707,-8.69696511552606,-19.1333668726712,6063,23350
"829c17fffffffff",45.1390543105439,6.41429003000831,-38.7247642805356,-85.7899326249066,422,305
"829c1ffffffffff",9.89405986989513,4.48977477267276,-5.40428509722238,-54.6215119808008,752,360
"829c27fffffffff",46.5245512177535,13.2380986532594,-33.2864525644941,-71.5459938747183,2148,238238
"829c37fffffffff",46.4216615550455,2.44927536231793,-43.9723861927275,-94.7238524424343,217,276
"829c5ffffffffff",23.2851666123385,3.84098911172004,-19.4441775006185,-83.5045667670475,5076,228
"829caffffffffff",33.1029497842987,35.5503536788109,2.44740389451216,7.39331059757403,203,306
"829ce7fffffffff",38.1759874233092,7.88316418135294,-30.2928232419562,-79.3504642225974,8970,63033
"829cf7fffffffff",26.058423740708,22.3663846183236,-3.69203912238441,-14.1683133221016,635,226
"829d07fffffffff",45.5506274598743,37.1371878414712,-8.4134396184031,-18.4705240906166,276,10362
"829d0ffffffffff",44.3456215971716,14.4710336052391,-29.8745879919325,-67.3676158230645,881,133557
"829d1ffffffffff",45.7176893168973,5.84615384615384,-39.8715354707434,-87.2124905403014,516,52
"829d27fffffffff",46.0988494158888,11.9806320028875,-34.1182174130013,-74.010995600341,1209,182225
"829d37fffffffff",41.691426368949,37.3284941115744,-4.36293225737461,-10.4648188785022,441,4104
"829e2ffffffffff",26.7229459087771,8.90196078431373,-17.8209851244634,-66.6879511910777,83,51
